MarketName,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,has_website,Is market,Produce,Confectionary,Household,Dairy,Plants,Meat,Other,product_count,alt_pay_methods
McCutcheon/Mount Vernon Farmers Market ,2501 Sherwood Hall Lane,Alexandria ,Fairfax,Virginia,22306,-77.074921,38.743477,1,0,0,0,1,1,1,3.0,3.0,0.0,1.0,1.0,2.0,0.0,10.0,1
McGolrick Park's Down to Earth Farmers Market,"Russell St., Monitor St. btw. Nassau Ave. and Driggs Ave",Brooklyn,Kings,New York,11222,-73.943359,40.724407,1,1,1,1,1,1,1,4.0,3.0,0.0,3.0,2.0,3.0,3.0,18.0,4
McKinleyville CFM,1520 City Center Rd.,McKinleyville,Humboldt,California,95519,-124.10196,40.943591999999995,0,1,0,1,1,1,1,5.0,2.0,1.0,1.0,3.0,2.0,0.0,14.0,3
Mclaughlin Ave Farmers Market,2887 Mclaughlin Ave ,San Jose ,Santa Clara,California,95121,-121.82693,37.304951,1,1,1,1,1,0,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4
McLean ,1659 Chain Bridge Rd,McLean,Fairfax,Virginia,22101,-77.192909,38.943546000000005,1,0,0,0,0,1,1,3.0,4.0,0.0,2.0,1.0,2.0,1.0,13.0,0
McLean County Farmers Market,604 Henton Street,Livermore ,McLean,Kentucky,42352,-87.127045,37.492756,1,0,0,0,0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
McMinn County Farmers Market,,Athens,McMinn,Tennessee,,-84.567284,35.39452,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0
McMinnville Farmers Market,"Cowls Street, Between 2nd & 3rd",McMinnville,Yamhill,Oregon,97128,-123.197,45.2136,1,1,0,0,1,1,1,3.0,3.0,2.0,2.0,4.0,2.0,2.0,18.0,2
McPherson City Farmers Market,600 W. Woodside,McPherson,McPherson,Kansas,67460,-97.67390400000001,38.373707,1,0,0,1,0,0,1,1.0,3.0,1.0,1.0,2.0,1.0,1.0,10.0,1
"Meade County Farmers Market, Inc",1041 Old Ekron Rd.,Brandenburg,Meade,Kentucky,40108,-86.166847,37.992504,1,0,0,0,1,1,1,7.0,3.0,1.0,1.0,3.0,1.0,0.0,16.0,1
Meadow Farm Market,905 Pleasant Street,Lee ,Berkshire,Massachusetts,1238,-73.25415799999999,42.279427,1,0,0,0,0,0,1,3.0,5.0,1.0,2.0,2.0,0.0,2.0,15.0,0
Medfield Farmers' Market,26 North Street,Medfield,Norfolk,Massachusetts,2052,-71.30618299999999,42.187267,0,1,1,1,0,1,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3
Medford Farmers Market,,Medford,Taylor,Wisconsin,54451,-90.346672,45.138027,0,1,0,1,0,0,1,3.0,4.0,3.0,0.0,2.0,0.0,0.0,12.0,2
Medford Farmers Market,2501 Mystic Valley Parkway,Medford,Middlesex,Massachusetts,2155,-71.115433,42.41853,1,1,0,1,1,1,1,4.0,4.0,1.0,1.0,2.0,2.0,3.0,17.0,3
Medford Farmers Market,corner of highway 13  and highway 64,Medford,Taylor,Wisconsin,54451,-90.332954,45.142174,0,1,0,1,0,0,1,4.0,4.0,3.0,0.0,3.0,2.0,0.0,16.0,2
Media Farmers Market, State & Gayley Streets,Media,Delaware,Pennsylvania,19063,-75.386711,39.91753,1,1,0,1,1,1,1,5.0,4.0,2.0,2.0,2.0,3.0,3.0,21.0,3
Medicine Root/Oyate Teca Farmers Market,1000 Youth Center Drive,Kyle ,Shannon,South Dakota,57752,-102.17673,43.42411,1,0,0,1,1,1,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2
Medina Square Farmers Market,"2 public square, suite 305",medina,Medina,Ohio,44256,-81.86333499999999,41.138386,1,1,0,0,1,1,1,3.0,3.0,1.0,2.0,1.0,1.0,2.0,13.0,2
Meeker Farmers Market,Main Street,Meeker,Rio Blanco,Colorado,81641,-107.91922,40.036384999999996,1,0,0,0,0,0,1,2.0,2.0,2.0,1.0,1.0,0.0,1.0,9.0,0
Meeting Street Market at Elon Park Elementary School,11425 Ardrey Kell Road,Charlotte ,Mecklenburg,North Carolina,28277,-80.844528,35.02282,1,0,0,0,0,0,1,2.0,1.0,1.0,2.0,0.0,3.0,0.0,9.0,0
Meigs County Farmers' Market,PO Box 702,Pomeroy,Meigs,Ohio,45769,-82.03402700000001,39.026596000000005,1,1,0,1,0,1,1,3.0,3.0,2.0,1.0,2.0,0.0,1.0,12.0,2
Melcher-Dallas Farmer's Market,,Melcher-Dallas,Marion,Iowa,50163,-93.24176,41.223255,1,1,0,1,0,0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2
MELLETTE COUNTY,Hwy 83 Gus Stop parking lot,White River,Mellette,South Dakota,57579,-100.749,43.5686,0,0,0,0,0,0,1,2.0,2.0,0.0,1.0,1.0,1.0,0.0,7.0,0
Mellon Square CitiParks Farmers Market,Smithfield and 6th,Pittsburgh ,Allegheny,Pennsylvania,,-79.997536,40.440998,1,1,0,1,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3
Melrose & Wakefield Winter Farmers' Market,590 Main Street,Melrose,Middlesex,Massachusetts,2176,-71.064285,42.457203,1,1,0,1,1,1,1,5.0,4.0,3.0,2.0,0.0,3.0,3.0,20.0,3
Melrose/Sally Frank's Farmers' Market,West Emerson and Vinton Streets,Melrose ,Middlesex,Massachusetts,2176,-71.07038100000001,42.458996,1,1,0,1,1,1,1,3.0,5.0,3.0,2.0,2.0,3.0,2.0,20.0,3
Melvindale DDA Farmers Market,3696 Oakwood Blvd,Melvindale,Wayne,Michigan,48122,-83.18457,42.280674,1,0,0,0,1,0,1,3.0,4.0,2.0,1.0,1.0,0.0,1.0,12.0,1
Memphis Farmers Market,G. E. Patterson and South Front Streets,Memphis,Shelby,Tennessee,38103,-90.06079100000001,35.132853999999995,1,0,0,1,1,1,1,6.0,4.0,3.0,2.0,3.0,3.0,2.0,23.0,2
Menasha's Farm Fresh Market,140 Main St.,Menasha,Winnebago,Wisconsin,54952,-88.45060699999999,44.200066,1,1,1,1,0,1,1,3.0,4.0,2.0,2.0,1.0,3.0,2.0,17.0,3
Mendham Natural & Organic Farmers Market,1 Cold Hill Road,Mendham Township,Morris,New Jersey,7926,-74.58518199999999,40.787009999999995,0,0,0,0,0,1,1,4.0,3.0,1.0,2.0,2.0,3.0,0.0,15.0,0
Mendocino Farmers Market,Howard St.,Mendocino,Mendocino,California,95460,-123.7974,39.305462,0,1,1,1,1,1,1,3.0,3.0,1.0,2.0,4.0,3.0,1.0,17.0,4
Mendon Farmers Market,101 Mendon Ionia Road,Mendon ,Monroe,New York,14506,-77.502426,42.990868,0,0,0,0,0,1,1,3.0,4.0,2.0,2.0,2.0,2.0,1.0,16.0,0
Menlo Park Farmers' Market,Chestnut & Menlo Avenues,Menlo Park,San Mateo,California,94025,-122.1841,37.450821000000005,1,0,0,0,0,1,1,7.0,4.0,1.0,2.0,2.0,3.0,0.0,19.0,0
Menominee Historic Downtown Farmers Market  Association ,800 1st Street & 8th Avenue,Menominee,Menominee,Michigan,49858,-87.60393499999999,45.105927,1,1,0,1,1,1,1,3.0,4.0,2.0,1.0,0.0,1.0,0.0,11.0,3
Menomonee Falls Wednesday Farmers Market,On Main Street just West of Appleton Avenue,Menomonee Falls,Waukesha,Wisconsin,53051,-88.117538,43.178726,0,1,1,1,0,0,1,3.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,3
Menomonie Farmer's Market,"Wilson Park, 8th Street",Menomonie ,Dunn,Wisconsin,54751,-91.921555,44.875275,1,1,1,1,1,1,1,3.0,3.0,0.0,2.0,1.0,2.0,2.0,13.0,4
Mentor Farmers Market,7967 Mentor Avenue,Mentor,Lake,Ohio,44060,-81.354843,41.662918,1,1,0,0,0,1,1,3.0,5.0,3.0,2.0,3.0,2.0,2.0,20.0,1
Mentor Farmers' Market,City Park,Mentor,Polk,Minnesota,56736,-96.141869,47.700953999999996,1,0,0,0,0,1,1,1.0,2.0,2.0,2.0,3.0,2.0,0.0,12.0,0
Mercado del Valle,Atkinson Drive,Hood River,Hood River,Oregon,97031,-121.54165,45.625519,1,1,0,1,1,1,1,2.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,3
Mercado Mayapan,2000 Texas Ave,El Paso ,El Paso,Texas,79901,-106.46758,31.771172999999997,1,0,0,0,1,1,1,3.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1
Mercer County Farmers Market,Linden Avenue,Harrodsburg,Mercer,Kentucky,40330,-84.84728199999999,37.75425,0,1,0,1,0,1,1,3.0,3.0,2.0,1.0,2.0,1.0,0.0,12.0,2
Mercer Island Farmers Market,7700 SE 32nd Street,Mercer Island,King,Washington,98040,-122.23503999999998,47.581951000000004,1,1,0,1,0,1,1,5.0,4.0,1.0,2.0,2.0,3.0,3.0,20.0,2
Mercer MainStreet Farmers' Market,102 South Diamond St,Mercer ,Mercer,Pennsylvania,16137,-80.23957800000001,41.226498,1,0,0,0,0,1,1,3.0,4.0,2.0,2.0,0.0,1.0,3.0,15.0,0
Merchantville Market Off Centre,N. Centre St. & Chestnut Ave.,Merchantville,Camden,New Jersey,8109,-75.049072,39.952473,1,0,0,0,0,0,1,3.0,2.0,3.0,1.0,2.0,0.0,1.0,12.0,0
Meridian Farmers' Market and Bazaar,1200 N. Eagle Rd. (Meridian Crossroads Parking Lot),Meridian,Ada,Idaho,83642,-116.354,43.615798999999996,0,0,0,0,0,1,1,3.0,4.0,2.0,1.0,2.0,2.0,1.0,15.0,0
Meridian Main Street Market,33 E. Broadway Ave.,Meridian,Ada,Idaho,83642,-116.3923,43.610001000000004,1,0,0,0,0,1,1,2.0,3.0,3.0,1.0,1.0,2.0,3.0,15.0,0
Meridian Township Farmers Market,5151 Marsh Rd,Okemos,Ingham,Michigan,48864,-84.415825,42.728939000000004,1,1,0,1,1,1,1,7.0,5.0,2.0,3.0,2.0,3.0,2.0,24.0,3
Meritus Medical Center Farmers Market,11116 Medical Campus Rd,Hagerstown,Washington,Maryland,21742,-77.682198,39.621798999999996,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Merriam Farmers Market,5740 Merriam Drive,Merriam,Johnson,Kansas,66203,-94.694801,39.024399,0,0,0,1,0,0,1,1.0,3.0,2.0,0.0,2.0,1.0,1.0,10.0,1
Merrill Area Farmers' Market,Normal Park  Located at Center Street between 6th & 7th Streets,Merrill,Lincoln,Wisconsin,54452,-89.683998,45.185398,0,1,0,1,0,0,1,2.0,4.0,0.0,0.0,2.0,1.0,0.0,9.0,2
Merrimack Farmers' Market,526 Daniel Webster Highway,Merrimack,Hillsborough,New Hampshire,3054,-71.48822,42.874748,1,0,0,0,0,0,1,5.0,5.0,3.0,2.0,2.0,3.0,2.0,22.0,0
Mesa Community Farmers' Market,20 E. Main St.,Mesa ,Maricopa,Arizona,85201,-111.83086000000002,33.415615,1,1,1,1,1,1,1,6.0,4.0,3.0,2.0,2.0,1.0,2.0,20.0,4
Metcalfe County Farmers Market,422 East st,Edmonton ,Metcalfe,Kentucky,42129,-85.609734,36.976859999999995,1,1,0,1,1,1,1,3.0,4.0,3.0,1.0,3.0,1.0,0.0,15.0,3
Metro Denver Farmers' Market,6905 S Broadway,Littleton,Arapahoe,Colorado,80122,-104.98917,39.591408,1,0,0,0,1,1,1,5.0,4.0,2.0,0.0,2.0,2.0,2.0,17.0,1
Metro Health Farm Market,5900 Byron Center Ave,Wyoming,Kent,Michigan,49519,-85.720253,42.858238,1,1,0,1,1,1,1,2.0,4.0,2.0,1.0,3.0,1.0,1.0,14.0,3
Mettowee Valley Farmers' Market,Vt Rte 30,North Rupert,Rutland,Vermont,5761,-73.15594499999999,43.305851000000004,0,0,0,0,0,1,1,1.0,3.0,1.0,2.0,3.0,2.0,1.0,13.0,0
Metuchen Farmers Market,15 Center St and New St,Metuchen,Middlesex,New Jersey,8840,-74.364471,40.541016,1,1,1,1,0,1,1,4.0,3.0,1.0,2.0,1.0,1.0,1.0,13.0,3
"Mexico Farmers Market, Inc.",3001 S. Clark Street,"Mexico, MO",Audrain,Missouri,65265,-91.890648,39.143532,0,0,0,0,0,0,1,3.0,3.0,1.0,1.0,2.0,1.0,0.0,11.0,0
Miami Children's Hospital Farmer's Market,3100 SW 62nd Avenue,miami,Miami-Dade,Florida,33155,-80.29402900000001,25.741264,1,0,0,0,0,0,1,3.0,4.0,2.0,2.0,2.0,0.0,1.0,14.0,0
Miami County Farmers Market,North Broadway and East 5th Street,Peru,Miami,Indiana,46970,-86.069519,40.75523,1,0,1,1,0,0,1,4.0,2.0,2.0,1.0,2.0,0.0,0.0,11.0,2
Michoud Farmers Market,13800 Old Gentilly Rd,New Orleans,Orleans,Louisiana,70129,-89.916084,30.026059999999998,1,0,0,1,0,0,1,4.0,3.0,1.0,1.0,2.0,1.0,2.0,14.0,1
Mid-Town Farmers Market,700 North Lamar Blvd.,Oxford,Lafayette,Mississippi,38655,-89.51681500000001,34.373646,1,0,0,0,0,1,1,3.0,3.0,1.0,1.0,2.0,1.0,2.0,13.0,0
Midday Market @Atlanta Federal Center,61 Forsyth Street,Atlanta,Fulton,Georgia,30303,-84.39296,33.753475,1,0,0,0,0,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0
Middle River Farmers Market,Main Street,Middle River,Marshall,Minnesota,56737,-96.161697,48.434895000000004,1,0,0,0,0,1,1,2.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,0
Middleboro Farmers Market,South Main St.,Middleboro,Plymouth,Massachusetts,2346,-70.909088,41.892421999999996,1,1,1,1,0,0,1,3.0,0.0,2.0,1.0,3.0,0.0,0.0,9.0,3
Middleborough Farmers Market,Route 44  & Nemasket Street,Middleborough ,Plymouth,Massachusetts,2346,-70.912918,41.907444,1,0,0,0,0,1,1,5.0,3.0,3.0,2.0,3.0,0.0,2.0,18.0,0
Middleburg Community Farmers Market,200-400 Stonewall Street,Middleburg,Loudoun,Virginia,20117,-77.7388,38.969002,1,0,0,0,0,1,1,3.0,3.0,0.0,1.0,1.0,2.0,0.0,10.0,0
Middlebury Farmers' Market,530 Exchange St,Middlebury,Addison,Vermont,5753,-73.169907,44.026733,1,1,0,1,1,0,1,4.0,5.0,2.0,2.0,2.0,2.0,1.0,18.0,3
Middleport Community Farmers Market,81 Rochester Rd,Middleport,Niagara,New York,14105,-78.487801,43.205502,0,1,1,1,0,1,1,2.0,2.0,1.0,1.0,2.0,1.0,0.0,9.0,3
Middleton Farmers Market,hwy 44 and S Middleton Road,Middleton Idaho,Canyon,Idaho,83644,-116.618,43.7057,0,0,0,0,0,1,1,3.0,2.0,2.0,0.0,2.0,1.0,1.0,11.0,0
Middletown Farmer's Market,11711 Main Street,Middletown,Jefferson,Kentucky,40243,-85.539299,38.245525,1,0,0,0,0,0,1,2.0,5.0,0.0,1.0,1.0,1.0,0.0,10.0,0
Middletown Farmers' Market,12 S Church St,Middletown,Frederick,Maryland,21769,-77.545311,39.441868,1,0,0,0,0,1,1,3.0,3.0,3.0,2.0,2.0,2.0,2.0,17.0,0
Midland Area Farmers Market,End of Ashman Street at the base of the Tridge ,Midland,Midland,Michigan,48640,-84.247414,43.612026,1,1,0,1,1,1,1,7.0,5.0,1.0,2.0,3.0,3.0,3.0,24.0,3
Midland Avenue Produce Jam, Midland Avenue,Monroe,Walton,Georgia,30655,-83.711998,33.796299,0,0,0,0,0,0,1,2.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0
Midland Downtown Farmers' Market ,1705 W. Missouri,Midland ,Midland,Texas,79701,-102.09241,31.993215999999997,1,0,0,0,0,1,1,5.0,3.0,3.0,2.0,1.0,1.0,2.0,17.0,0
Midtown Farmers Market,4150 Main at North HIlls,Raleigh,Wake,North Carolina,27609,-78.642448,35.836777000000005,1,0,1,1,0,1,1,6.0,3.0,3.0,2.0,2.0,3.0,2.0,21.0,2
Midtown Farmers Market,2225 E. Lake Street,Minneapolis,Hennepin,Minnesota,55407,-93.238701,44.947311,1,1,0,1,1,1,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,18.0,3
Midtown Farmers Market,"6655 Delmar Blvd, Back Lot",University City,St. Louis,Missouri,63130,-90.30725100000001,38.65638,1,0,0,0,1,1,1,6.0,4.0,3.0,2.0,3.0,3.0,2.0,23.0,1
Midtown Ventura Certified Farmers' Market,3301 N. Main Street,Ventura,Ventura,California,93001,-119.05068,34.236389,1,1,1,1,1,1,1,4.0,3.0,1.0,2.0,3.0,2.0,1.0,16.0,4
Milan Farmers' Market,3098 Highland Avenue,Milan,Gibson,Tennessee,38358,-88.75386,35.914024,1,0,0,0,0,1,1,4.0,3.0,1.0,2.0,1.0,2.0,1.0,14.0,0
Milbridge Farmer's Market,Main St,Milbridge,Washington,Maine,,-67.890022,44.54211,1,1,0,0,1,0,1,2.0,2.0,1.0,2.0,3.0,1.0,0.0,11.0,2
Mile High Flea Market,7007 E. 88th Ave.,Henderson,Adams,Colorado,80640,-104.9045,39.858897999999996,1,0,0,0,0,1,1,0.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,0
Miles City Farmers Market,500 Main St  Riverside Park,Miles City,Custer,Montana,,-105.8401,46.408215000000006,0,1,0,1,0,0,1,3.0,3.0,2.0,1.0,2.0,0.0,1.0,12.0,2
MILFORD - DOWNTOWN FARMERS MARKET,"58 River Street, Corner of Darina Place & River Street",Milford,New Haven,Connecticut,6460,-73.057632,41.223372999999995,1,1,0,1,0,0,1,4.0,5.0,3.0,2.0,3.0,3.0,2.0,22.0,2
Milford Farmers Market,,Milford,Oakland,Michigan,48381,-83.599663,42.589527000000004,1,0,0,0,1,1,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,18.0,1
Milford Farmers Market,508 W. Harford Street,Milford ,Pike,Pennsylvania,18337,-74.809265,41.325863,1,1,0,0,0,1,1,4.0,5.0,2.0,1.0,0.0,2.0,2.0,16.0,1
Milford MA Farmers Market ,Milford Water Company-Dilla St,Milford,Worcester,Massachusetts,1757,-71.513374,42.16135,1,1,0,1,1,1,1,2.0,4.0,2.0,1.0,0.0,0.0,2.0,11.0,3
Milford Summer Farmers' Market,"Granite Town Plaza, 191 Elm St",Milford ,Hillsborough,New Hampshire,3055,-71.667419,42.839264,1,0,0,0,1,1,1,3.0,4.0,1.0,2.0,2.0,3.0,0.0,15.0,1
Milford Winter Market,"1 Union Square, Town Hall, 3rd Floor Auditorium",Milford ,Hillsborough,New Hampshire,3055,-71.648987,42.835361,1,0,0,0,1,1,1,3.0,4.0,1.0,2.0,0.0,3.0,1.0,14.0,1
"Mill City Farmers Market, Inc.",704 South 2nd Street,Minneapolis,Hennepin,Minnesota,55401,-93.256279,44.97821,1,1,1,1,1,1,1,8.0,5.0,3.0,3.0,3.0,3.0,2.0,27.0,4
Mill City Grows Mobile Market,,Lowell ,Middlesex,Massachusetts,1851,-71.31617,42.633423,1,1,0,1,1,1,1,4.0,5.0,2.0,2.0,0.0,1.0,3.0,17.0,3
Mill Street Market,Mill Street between Huntsville and Emma Avenues,Springdale,Washington,Arkansas,72764,-94.130402,36.186813,1,0,0,1,1,1,1,4.0,3.0,3.0,1.0,2.0,1.0,2.0,16.0,2
Millbrae Farmers Market,200 Broadway,Millbrae,San Mateo,California,94030,-122.391,37.600201,0,1,0,1,0,1,1,3.0,2.0,0.0,0.0,2.0,1.0,0.0,8.0,2
Millburn Jersey Fresh Farmers Market,Essex Street @ Town Hall,Millburn,Essex,New Jersey,7041,-74.310898,40.723701,0,1,1,0,0,1,1,2.0,3.0,0.0,2.0,0.0,2.0,1.0,10.0,2
Milledgeville Marketplace Farmers' Market,222 East Hancock Street,Milledgeville,Baldwin,Georgia,31061,-83.224579,33.081866999999995,1,0,0,0,0,1,1,3.0,5.0,2.0,2.0,1.0,0.0,0.0,13.0,0
Millen Produce Market,Cotton Avenue,Millen ,Jenkins,Georgia,30442,-81.936127,32.802685,1,0,0,0,0,0,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0
Miller Beach Farmers Market,667 S Lake St,Gary,Lake,Indiana,46403,-87.26619699999999,41.598347,1,1,1,1,1,1,1,3.0,4.0,2.0,2.0,2.0,1.0,1.0,15.0,4
Millersville Farmers Market,163 West Frederick Street,Millersville,Lancaster,Pennsylvania,17551,-76.361801,39.995956,0,0,0,0,0,0,1,3.0,3.0,2.0,2.0,2.0,1.0,1.0,14.0,0
Millerton Farmers Market,Main Street and Railroad Plaza,MIllerton,Dutchess,New York,12546,-73.511551,41.953308,1,1,0,1,1,1,1,5.0,4.0,1.0,2.0,2.0,2.0,2.0,18.0,3
Millington Farmers' Market,5152 Easley Street,Millington,Shelby,Tennessee,38053,-89.891144,35.34198,0,0,0,0,0,1,1,4.0,3.0,2.0,1.0,2.0,0.0,2.0,14.0,0
Mills River Farmers' Market,94 School House Rd.,Mills River,Henderson,North Carolina,28759,-82.56552099999999,35.377193,1,0,0,0,1,1,1,3.0,3.0,2.0,2.0,3.0,3.0,1.0,17.0,1
Millville Farmers Market,36404 club House Road,Millville 19967,Sussex,Delaware,,-75.11657,38.527805,0,0,0,0,0,1,1,1.0,3.0,1.0,1.0,3.0,0.0,0.0,9.0,0
Millwood Farmers' Market,8910 E Dalton,Spokane,Spokane,Washington,99212,-117.2854,47.686890000000005,1,1,1,1,1,0,1,5.0,3.0,3.0,2.0,2.0,2.0,2.0,19.0,4
Milpitas Farmers' Market,525 Los Coches St.,Milpitas,Santa Clara,California,,-121.89535,37.431828,1,1,0,0,1,1,1,4.0,2.0,0.0,1.0,2.0,3.0,1.0,13.0,2
Milton Farmers Market,Wharf Street Park,Milton MA,Norfolk,Massachusetts,2186,-71.067032,42.269638,0,0,0,1,1,0,1,3.0,2.0,0.0,2.0,2.0,2.0,1.0,12.0,2
Milton Farmers Market,212-222 US-7,Milton ,Chittenden,Vermont,5468,-73.121239,44.624035,1,1,0,0,1,1,1,6.0,5.0,2.0,1.0,2.0,2.0,1.0,19.0,2
Milton Farmers' Market,6 Village Center Boulevard,Milton,Sussex,Delaware,19968,-75.310509,38.769131,1,1,0,0,0,1,1,3.0,3.0,2.0,2.0,1.0,2.0,2.0,15.0,1
Milton-Freewater Farmers Market,1221 South Main Street,Milton-Freewater,Umatilla,Oregon,97862,-118.382,45.9244,0,1,1,1,0,1,1,3.0,4.0,2.0,1.0,1.0,1.0,1.0,13.0,3
Milwaukee Asian Farmers Market, 76th St. & Mill Rd.,Milwaukee,Milwaukee,Wisconsin,53218,-88.004356,43.132571999999996,1,1,0,1,0,0,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2
Milwaukee County Winter Farmers' Market,524 South Layton Blvd,Milwaukee,Milwaukee,Wisconsin,53215,-87.94593,43.026398,1,0,0,0,1,1,1,6.0,5.0,2.0,2.0,1.0,3.0,2.0,21.0,1
Mimbres Valley Farmers' Market,94 Acklin Hill Road,San Lorenzo,Grant,New Mexico,88041,-107.94,32.802101,0,1,1,1,0,1,1,3.0,3.0,2.0,1.0,2.0,1.0,1.0,13.0,3
Mineola Main Street Farmers Market,115 E. Front St.,Mineola,Wood,Texas,75773,-95.489639,32.662167,1,0,0,0,0,1,1,4.0,4.0,2.0,1.0,2.0,2.0,2.0,17.0,0
Mineral County Farmers' Market-- Keyser Assembly of God,Route 220 South,Keyser,Mineral,West Virginia,26726,-79.00752299999999,39.401157,1,1,0,1,1,0,1,3.0,3.0,1.0,1.0,2.0,0.0,1.0,11.0,3
Mineral Farmer's Market,81 Louisa Ave.,Mineral,Louisa,Virginia,23117,-77.90778399999999,38.012165,1,0,0,0,1,1,1,4.0,3.0,3.0,1.0,3.0,2.0,1.0,17.0,1
Mineral Point Market,Business Highway 151 at Madison Street.,Mineral Point,Iowa,Wisconsin,53565,-90.186584,42.862999,1,0,0,0,0,1,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,18.0,0
Minerva Farmers' Market,corner of Line St. & Short St.,Minerva,Stark,Ohio,44657,-81.102592,40.727936,0,1,0,0,1,0,1,3.0,1.0,2.0,1.0,2.0,0.0,1.0,10.0,2
Minneapolis Farmers Market - East Lyndale Avenue,312 east Lyndale Avenue north,Minneapolis,Hennepin,Minnesota,55405,-93.286713,44.980872999999995,1,1,1,1,1,1,1,3.0,4.0,1.0,2.0,4.0,3.0,1.0,18.0,4
Minneapolis Farmers Market - Nicollet Mall,,Minneapolis,Hennepin,Minnesota,,-93.27109499999999,44.978264,1,1,1,0,0,1,1,2.0,4.0,0.0,2.0,3.0,3.0,1.0,15.0,2
Minnesota Avenue Farmer's Market,3924 Minnesota Avenue NE,"Washington, DC",District of Columbia,District of Columbia,20019,-76.950951,38.893845,1,1,1,1,1,1,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4
Minnetonka Farmers Market,14600 Minnetonka Blvd,Minnetonka ,Hennepin,Minnesota,55345,-93.464745,44.941936,1,0,0,0,1,1,1,3.0,4.0,2.0,1.0,2.0,2.0,1.0,15.0,1
Minnetrista Farmers Market,1200 North Minnetrista Pkwy,Muncie ,Delaware,Indiana,47303,-85.393349,40.198978000000004,1,1,1,1,1,1,1,4.0,5.0,2.0,2.0,2.0,2.0,2.0,19.0,4
Minnetrista's Farmers Market,1200 n Minnetrista Parkway,Muncie,Delaware,Indiana,47303,-85.396896,40.227501000000004,0,1,0,0,0,1,1,2.0,4.0,1.0,1.0,2.0,1.0,1.0,12.0,1
Minocqua Farmers Market,10295 Highway 70W,Minocqua,Oneida,Wisconsin,54548,-89.750191,45.883327,1,1,0,1,1,1,1,6.0,4.0,3.0,2.0,3.0,2.0,1.0,21.0,3
Mission Bay Certified Farmers' Market @ UCSF,550 Gene Friend Way,San Francisco ,San Francisco,California,94158,-122.39047,37.768707,1,1,0,1,1,1,1,5.0,3.0,0.0,2.0,1.0,1.0,1.0,13.0,3
Mission Community Market,"Bartlett Street, between 21st and 22nd Streets",San Francisco,San Francisco,California,94110,-122.41493999999999,37.755669,1,1,0,1,1,1,1,3.0,3.0,2.0,2.0,2.0,3.0,1.0,16.0,3
Mission Farm and Flower Market,5635 Johnson Drive,Mission,Johnson,Kansas,66202,-94.651207,39.021946,1,0,0,1,1,1,1,2.0,3.0,2.0,0.0,1.0,1.0,0.0,9.0,2
Mission Hill Farmers Market: Brigham Circle,,Roxbury,Suffolk,Massachusetts,2120,-71.105019,42.334362,0,1,1,1,1,1,1,3.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4
Mississippi Farmers Market - Summer,929 High Street,Jackson,Hinds,Mississippi,39202,-90.176132,32.302898,1,1,0,1,1,1,1,4.0,3.0,2.0,2.0,2.0,2.0,2.0,17.0,3
Mississippi Farmers Market - Winter,929 High Street,Jackson ,Hinds,Mississippi,39202,-90.176079,32.303101,1,1,0,1,1,1,1,7.0,4.0,2.0,2.0,3.0,2.0,2.0,22.0,3
Missoula Farmers' Market,Circle Square (by the XXXXs),Missoula ,Missoula,Montana,,-113.99211000000001,46.874741,1,1,0,1,1,1,1,5.0,5.0,1.0,2.0,2.0,1.0,3.0,19.0,3
Missouri Made & More LLC,300 West Newton,Versailles ,Morgan,Missouri,65084,-92.844093,38.431644,1,0,0,0,0,1,1,3.0,2.0,1.0,1.0,1.0,0.0,1.0,9.0,0
MISSOURI RIVER LANDING FARMER'S MARKET,1400 FRONT STREET,FORT BENTON,Chouteau,Montana,59442,-110.66835,47.81657,1,0,0,0,0,0,1,2.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,0
